trip_id,shopping_time
4319699,2446.2688
4318879,2809.9964
4319720,2299.938
4319215,2403.2764
4319723,2599.4172
4319734,3327.9446
4319070,3768.7594
4319767,3464.0478
4319771,2601.7446
4319783,1464.6814
4319804,1938.475
4319807,1991.41
4319808,2459.3882
4319812,1711.42
4319815,2449.293
4319817,2430.3282
4319824,3473.7126
4319842,2200.9344
4319852,4285.9868
4319266,3908.169
4319309,1976.9792
4319890,4106.065
4319893,4579.674
4319906,2388.4714
4319555,2890.5878
4319915,1199.2792
4319920,1709.7136
4319922,2740.7058
4319205,2781.108
4319223,863.0188
4319958,2413.9592
4319960,2043.2208
4318752,2179.1392
4319987,4558.9784
4319990,2871.1032
4319994,3841.3218
4319143,1516.9378
4319930,2356.165
4319430,2046.216
4319427,2286.2764
4320031,2614.0198
4319476,3598.6548
4320067,2236.968
4319811,2502.0246
4320091,2829.9886
4319589,2229.7904
4320099,2588.9616
4320110,2775.7846
4320117,2040.2626
4319294,2490.6138
4320129,2169.6828
4319658,2469.7366
4320160,1428.732
4320191,3129.7258
4320200,3164.0294
4320207,1226.9032
4319402,855.9346
4319722,3124.6872
4320226,1657.1942
4319830,1802.7124
4319834,1643.4688
4320263,2465.9992
4320269,4079.6346
4320276,2674.465
4319577,2787.1488
4319933,2042.9316
4320284,1426.2986
4320291,3322.603
4320330,1942.5484
4320246,2314.9826
4320360,2970.8872
4320374,3141.5732
4320379,1795.513
4319705,3561.2782
4319704,1846.2404
4320439,2828.1244
4319434,4120.8132
4319837,2032.358
4320473,1367.4074
4319749,2557.2612
4319769,1382.9352
4320501,892.7292
4320502,1557.9764
4320509,2212.9682
4320520,4145.9096
4320550,1810.341
4320571,3140.645
4320577,2976.4016
4320563,2699.0426
4320579,3989.4704
4320583,3994.325
4320586,2444.9304
4320589,2663.7264
4320592,3964.8824
4320599,3217.8184
4320603,3201.839
4320437,1696.1086
4319931,2681.7536
4320648,1780.7538
4320671,2444.038
4319533,2291.8802
4320694,2756.1834
4319534,2731.048
4320727,2856.0868
4320728,1850.0222
4320729,1356.366
4320764,2385.7272
4320793,1722.3764
4320022,2027.658
4320347,3844.485
4319535,3364.9356
4320851,2558.4028
4320861,2142.5214
4320628,2352.6978
4319530,4159.7156
4320941,2317.0064
4320953,3080.1576
4320976,2765.9946
4321019,2437.5318
4321033,1582.9936
4321036,2880.5852
4321037,2078.368
4320720,1374.6294
4321045,1575.3062
4321064,2191.1268
4321088,2956.4016
4321092,2183.4872
4321098,2170.9828
4320429,2283.6036
4321101,3534.5484
4321102,2358.1046
4321128,2845.6358
4321129,1901.0266
4321171,1826.5836
4321209,3280.1472
4321004,2485.8442
4319528,2475.4182
4321213,1690.9324
4320924,2634.0572
4321239,2258.0284
4321240,2810.0422
4320859,2223.8474
4321251,3511.5242
4321267,1680.5936
4321193,2486.3486
4321314,1702.1146
4321320,2916.8676
4321324,2107.9538
4321340,1905.4588
4320544,2677.0718
4321355,2037.9632
4321357,3111.5966
4321302,2367.1098
4321387,2373.0496
4319847,1806.2234
4321395,1735.393
4320730,4236.742
4320414,2889.822
4321158,2348.9774
4321432,4319.6948
4321434,1613.874
4321001,2035.749
4321468,2267.4494
4321519,2687.5406
4320397,1805.0934
4319526,2675.0064
4321553,2221.6616
4321559,3791.4312
4321563,3227.1306
4319536,2863.737
4321593,2398.06
4320612,3769.2198
4320818,4581.0006
4321614,2712.5394
4321626,2482.703
4321628,3639.468
4321631,2702.0646
4321469,2365.5532
4320921,3313.7482
4321637,4429.143
4321639,3245.482
4321641,1695.578
4321652,1940.4734
4321692,3280.554
4321698,1580.3448
4321195,2116.2594
4321707,3232.471
4321710,1638.6976
4321172,4334.9604
4321472,1726.4268
4321274,2307.4074
4321727,2666.6604
4321306,1381.6692
4321780,4410.4972
4321782,1928.3694
4321788,1220.308
4320930,2876.3048
4321822,1788.8276
4321644,2548.952
4321825,2974.763
4321828,2158.8388
4321831,2152.1472
4321263,2640.8484
4321842,3379.7354
4321854,4715.5098
4321390,3602.5996
4321144,1507.9376
4321864,1668.4502
4321869,1844.7854
4321379,3236.2778
4321883,6235.7998
4321884,3645.2666
4321896,1836.4654
4319520,3132.0282
4321917,1701.6724
4321929,2260.8682
4321212,952.8876
4321954,1671.3146
4321956,1988.9328
4321987,1895.4126
4321989,2644.0882
4321992,3475.3642
4321994,1960.2408
4321449,2054.0186
4322012,2900.2528
4322019,3601.2066
4322039,1960.7258
4322049,1347.8112
4322058,1718.6758
4322065,2258.0898
4321618,4150.6498
4322106,3736.3296
4322120,1972.7236
4320569,4755.7872
4319527,2845.0132
4322163,2087.2902
4322167,2303.6308
4322170,2426.6998
4321409,2390.836
4322197,2448.8678
4322212,1466.2508
4322255,1833.9432
4319525,3899.3612
4322266,2489.994
4322273,2877.033
4322276,3177.3732
4322277,3158.7518
4322311,1872.802
4322317,2794.8418
4321923,1796.3358
4322347,1211.3822
4322349,5223.3748
4321150,3247.442
4322377,2070.7906
4321789,2536.7518
4322385,4430.0746
4322402,2369.14
4322403,2115.586
4322421,3783.8284
4321224,3420.4268
4322459,2880.9366
4322460,3542.1274
4322468,3959.9858
4321984,1583.796
4322525,2072.1942
4322543,3312.3788
4321418,1656.0842
4322166,2186.9258
4320879,1932.8444
4322628,2900.644
4321800,1992.3736
4321802,1226.6272
4322657,2809.4548
4322658,2029.826
4322673,1902.5826
4321939,1642.1514
4321522,1570.3454
4322746,3310.0068
4322761,2582.2018
4322806,2978.1018
4322818,3738.3526
4322820,3529.6248
4322831,3044.6796
4322833,2358.922
4322839,2047.7484
4322846,2341.149
4322845,2490.8246
4322862,2223.4594
4322897,2146.8268
4322924,2678.0948
4322926,3229.1866
4322928,1714.5204
4322929,2989.2642
4322930,2022.1222
4322129,2384.2276
4322947,1770.2272
4322112,1688.2784
4322302,3607.2462
4321766,1836.9942
4322989,2884.9864
4322934,2328.5922
4323021,2880.8556
4321767,2135.4708
4322217,1813.1902
4323037,1873.6148
4323038,2431.9364
4321619,3145.2868
4322526,1628.7826
4321761,2586.011
4323077,3748.3586
4323094,2335.7884
4323098,2571.4788
4323108,1274.7732
4323120,2209.1216
4323134,1602.0578
4322024,1490.6088
4323160,2959.129
4323163,4212.0144
4321764,2784.0154
4322974,2446.6832
4323189,3403.0234
4321769,2568.0364
4323219,2007.6068
4323227,1760.2276
4321759,2506.587
4323261,2643.334
4323274,4349.2228
4323087,2564.4992
4322748,2870.0574
4323317,1614.4182
4322474,2852.7746
4323339,1563.9596
4323342,3454.9366
4323344,4061.7118
4321993,1532.7772
4322811,2390.3092
4323067,2082.0158
4323376,2914.4068
4323378,1912.6542
4322399,3657.1994
4322993,3509.44
4322788,2603.4634
4323419,2767.9946
4323437,1824.2702
4322852,1254.8326
4323456,2573.7738
4323458,2371.5248
4322716,2330.1608
4323478,2024.7702
4322944,2941.863
4322639,1877.0432
4323511,2859.7708
4323112,2330.9326
4323555,2805.3182
4323584,1416.3184
4323588,3869.9934
4323589,1518.3822
4322616,2373.5576
4323595,2757.65
4323597,1474.0606
4323603,2670.4782
4323442,3369.5484
4323639,3526.007
4323148,4093.4478
4322688,3759.055
4323646,3350.4584
4323648,2931.7472
4323567,1912.7308
4323708,2419.6806
4323719,2458.3492
4323724,1105.8528
4323725,4083.6266
4323706,3140.0334
4323746,3210.079
4322784,2321.233
4323766,3004.7586
4323140,2663.4582
4323739,2663.936
4322739,2605.0818
4323831,1921.1238
4323460,1302.0004
4323860,3259.2186
4323861,2389.868
4323871,2392.131
4321765,1747.2338
4323894,1518.3822
4322935,2624.2296
4323940,1897.618
4323942,2206.9244
4322512,2937.0014
4323229,2703.0256
4324003,3044.5024
4324021,2509.4064
4324045,2867.5108
4324055,5494.3602
4324065,1394.651
4324078,2928.7272
4323503,1403.979
4324089,2268.461
4324090,4806.4344
4323091,2044.7672
4324092,2396.9758
4324095,2532.4996
4324113,2544.0324
4323927,3805.9706
4324124,1837.182
4324136,3007.939
4324146,3162.58
4323482,1034.8418
4324175,1669.233
4324185,3004.934
4324186,5767.7212
4324220,4717.6512
4324225,1178.212
4324227,2542.0488
4324234,2280.101
4324237,2141.1528
4324238,3400.765
4324262,1305.8754
4324264,5347.2546
4324268,4686.1994
4324101,3128.5468
4324307,1724.3512
4323362,2100.5938
4324329,2183.9056
4324345,3360.5036
4324371,3195.6538
4324378,4839.1978
4324380,2603.7688
4324382,2073.4186
4323870,930.7892
4324403,1250.7984
4323517,2066.9246
4324100,1845.7926
4324450,1984.6512
4324485,2375.0872
4324496,2116.1612
4323780,4094.5138
4324521,2203.24
4324189,2475.4576
4324544,4458.9272
4324102,1394.1002
4323480,2272.14
4323644,2592.1164
4324580,2043.025
4324583,1496.5792
4323670,2358.0868
4323838,2750.5484
4324632,2000.9294
4324638,3504.5778
4324453,1939.4466
4324076,3030.4326
4323966,3274.154
4324675,2364.3766
4324687,3661.2558
4324697,4036.6866
4324699,3516.9664
4323921,1689.5322
4324733,5099.808
4324207,863.0726
4324740,3833.9088
4324772,1912.5452
4324788,3480.3512
4324791,1445.1326
4324805,3335.9212
4324363,1287.268
4324820,3056.9974
4324327,3316.317
4324840,2110.9152
4321762,3399.4856
4324866,2838.6584
4324868,2653.4182
4324927,3718.9032
4324953,1931.922
4324965,2266.8262
4324988,1862.2038
4324678,2241.8546
4324301,2681.829
4325026,3784.2552
4325027,1796.0752
4325030,3919.6688
4325032,4008.3392
4325037,3361.4888
4325033,3261.9712
4325050,2641.8786
4325038,3376.4974
4325058,2115.1814
4325043,3001.0674
4325059,2364.4792
4324004,3625.024
4325172,2268.0174
4325176,4581.7276
4325179,2698.9166
4324542,917.5988
4325219,2864.7906
4325229,2905.1608
4325231,2500.0658
4325233,2420.8078
4325235,1289.2828
4325237,1992.1198
4325239,3860.417
4325291,1638.324
4325139,4449.0846
4325371,2447.1056
4325403,3089.062
4325444,3060.1412
4325449,1578.7916
4325282,3515.0958
4324999,2290.9296
4325489,2439.9432
4325497,4139.6764
4324613,3500.16
4324939,2637.3784
4324710,3203.8446
4325557,2339.4886
4325569,1962.3456
4325587,3603.8514
4324870,1861.8428
4324845,1668.414
4325593,3280.5886
4325622,3446.2
4325383,1508.1716
4325642,2538.0108
4325667,2330.815
4325672,1707.06
4325523,3551.409
4325707,2504.1236
4325715,2281.6092
4325304,2847.2376
4325732,2437.2444
4325738,1405.2348
4324844,2538.844
4325763,2250.6066
4325788,2366.3084
4325278,2364.039
4325807,2689.1806
4325821,3630.9072
4325625,2037.0954
4325855,3777.6224
4325856,3525.9526
4325857,1722.879
4325863,3002.773
4325394,1637.2568
4325886,3065.5148
4325894,1903.0074
4325901,2538.8054
4325293,3045.8836
4325923,1989.354
4324166,2062.9694
4325967,1484.8508
4325969,2873.9616
4325333,1386.4666
4324734,2110.4248
4326027,1846.5408
4326042,1434.7438
4326060,2889.1334
4325502,2527.2534
4326077,2759.4274
4326093,3517.8606
4325735,3332.6256
4325689,2943.187
4326126,3251.7968
4325905,2162.2262
4325315,2095.295
4325513,3995.6188
4326175,2845.7032
4326178,2738.9744
4326179,3558.1968
4325135,3933.4486
4326188,2055.8578
4326210,2534.9328
4326236,2658.5452
4325506,2992.255
4326244,1798.9992
4326237,5015.1778
4325904,1897.1856
4325615,890.5096
4326377,2820.4528
4326388,3172.9014
4326403,4238.6772
4326414,1882.9888
4326440,2178.7756
4326455,2114.765
4325683,1841.5822
4326485,2225.1202
4326526,1384.5838
4325606,1962.9518
4326551,1759.368
4326555,3898.7114
4325814,2080.0708
4325664,1419.9304
4326145,1183.054
4326007,925.082
4326339,2850.0778
4326592,4756.0474
4326598,2817.745
4326177,1364.7276
4326617,1827.7464
4326227,1817.1212
4326434,1415.4134
4326333,1765.6076
4326588,2324.4698
4326106,2814.3742
4326687,2994.5546
4326690,2493.8646
4326698,2252.5628
4326703,2352.3442
4326253,3254.632
4326708,2652.4182
4326675,3141.9304
4326714,1913.4144
4326736,2851.1656
4326096,984.41
4326761,3453.701
4326778,3367.3078
4326780,2392.3702
4326816,1002.2902
4326828,2297.6148
4326841,4402.5236
4326851,2297.6148
4326855,2355.8954
4326861,1853.6486
4326870,2023.098
4326037,3607.4206
4326904,2585.0802
4326905,4243.2976
4326962,3406.353
4326546,1994.8366
4326979,2318.735
4326422,890.5096
4326987,1637.3022
4326556,2743.9354
4327008,3293.8942
4327018,2768.922
4327039,2712.2266
4327040,3019.4868
4327041,3532.5622
4327052,2368.6218
4326824,1997.4156
4327069,2081.1556
4327075,3027.6422
4326594,965.0318
4327110,4431.7376
4327120,3327.1964
4326381,2201.3876
4326196,2245.5012
4327132,4066.0984
4327131,1092.2174
4326228,1713.2702
4326645,1594.7108
4327203,4385.7714
4326997,1701.4542
4326472,3085.1408
4327216,2609.5402
4327234,2702.2116
4327239,4904.1032
4327247,2304.859
4327248,1737.3204
4326316,1663.4928
4327255,1655.817
4326802,3744.8428
4327267,2354.7822
4326717,3207.3842
4326500,1867.6092
4327351,1956.6842
4327408,2668.7152
4327412,2338.6316
4327420,4031.7028
4327424,3099.33
4327428,4060.1584
4327429,2652.5086
4327430,4364.632
4327431,3353.0224
4327432,1896.063
4327433,4715.393
4327044,991.75
4327458,2867.655
4327439,3258.0112
4326639,3215.727
4327476,3154.9204
4327490,4229.6638
4326931,1903.429
4327355,2212.5624
4327506,2198.8278
4327507,2734.0602
4327508,2535.955
4327509,2783.1606
4327510,2534.0568
4327511,2134.5594
4327514,3318.5174
4327520,3278.129
4327521,1973.6954
4327441,4259.1314
4326740,1627.686
4326762,1603.4648
4325717,1208.9886
4327562,2769.149
4327138,1610.715
4327599,2178.0776
4326307,3788.8186
4326643,1795.9284
4327606,5082.6324
4326963,2348.7654
4326784,3452.389
4327647,2264.3536
4327651,3753.711
4327655,3640.6472
4326868,1310.6462
4327662,1884.7776
4327367,1396.7614
4327701,4071.375
4326304,2398.6754
4327745,2389.8646
4327758,1995.1578
4326924,1921.0196
4327212,3425.1842
4327795,4435.4378
4326443,3371.185
4327811,2378.7884
4327393,934.579
4327781,2396.149
4327833,2579.5156
4327841,3898.7538
4327721,2236.7344
4327452,1795.9254
4327025,2250.0634
4327050,3880.7582
4327927,2048.183
4327009,1416.3766
4326969,908.8162
4327973,2280.1988
4327989,1455.5692
4328016,1929.897
4326901,1202.4744
4328054,4611.1528
4328058,1985.5588
4328081,1174.7806
4328111,1376.497
4328118,2295.6238
4328125,2232.9702
4327571,2673.546
4328149,2911.6732
4328159,3566.8772
4327806,1286.256
4327926,1911.2954
4327438,2227.7646
4326310,1810.8028
4328203,1937.975
4328204,3031.639
4328217,3195.3458
4328241,1808.4994
4328245,4672.5726
4327377,1865.1822
4328261,1262.4976
4328279,4232.7702
4327524,3290.7872
4327778,2108.9676
4328296,2833.8906
4328300,1872.8736
4328303,2758.2692
4327551,2104.8288
4327437,3273.0268
4326309,1747.0098
4328327,2220.1028
4328002,4051.2336
4328341,1899.2322
4328358,2409.273
4328403,3531.3572
4328425,3844.7594
4327549,2683.271
4328448,4017.877
4328450,4170.8006
4328454,2458.7178
4328491,2582.983
4328494,1554.8324
4328496,1565.6954
4327903,1606.9034
4328505,2345.5994
4328506,1908.874
4328524,1559.737
4328540,3037.8332
4328549,4252.3974
4328230,3889.0686
4328555,2048.3328
4328562,2168.1894
4328018,2106.8726
4328571,1292.2316
4328580,4233.618
4328596,4643.3736
4328638,3264.1292
4328646,5176.7628
4328648,3445.0288
4328655,1097.6472
4328656,3392.0944
4328687,1480.138
4328690,2643.8042
4328691,2416.616
4328713,1251.2816
4328720,3583.38
4327683,3798.8236
4328772,4398.608
4328775,4062.1474
4328517,3814.9294
4328779,2630.2788
4328795,2463.536
4328804,1230.7894
4326312,1487.619
4328838,2159.5874
4328854,4864.5858
4328274,2293.3462
4328864,2795.4814
4328888,2113.7554
4328345,1212.241
4328914,3451.1496
4328946,1486.8504
4328954,3109.3672
4328981,2402.2614
4328987,2361.2438
4328992,1250.1702
4328782,1122.374
4328500,2972.6988
4329020,1215.6428
4329021,2413.2616
